Date,Rec,GDP,Inflation,PCE,CPI,WasteGenerated,WasteRecycled,WasteCombusted,WasteLandfilled
1960-01-31,-0.3489313079371186,-1.2933600949930633,-0.7082365951915504,-1.5395203734967922,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1960-04-30,-0.3489313079371186,-1.2935618077027262,-0.7082365951915504,-1.5395203734967922,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1960-05-31,2.8574644947282954,-1.2935618077027262,-0.7082365951915504,-1.5395203734967922,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1960-07-31,2.8574644947282954,-1.2929798253694895,-0.7082365951915504,-1.5395203734967922,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1960-10-31,2.8574644947282954,-1.2936753997452213,-0.7082365951915504,-1.5395203734967922,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1961-01-31,2.8574644947282954,-1.2930552103489936,-0.8518460685957104,-1.5350555860581618,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1961-03-31,-0.3489313079371186,-1.2930552103489936,-0.8518460685957104,-1.5350555860581618,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1961-04-30,-0.3489313079371186,-1.2917009822274237,-0.8518460685957104,-1.5350555860581618,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1961-07-31,-0.3489313079371186,-1.2901419539567573,-0.8518460685957104,-1.5350555860581618,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1961-10-31,-0.3489313079371186,-1.2884762803823215,-0.8518460685957104,-1.5350555860581618,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1962-01-31,-0.3489313079371186,-1.286752331388576,-0.804359971882789,-1.5257488017966854,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1962-04-30,-0.3489313079371186,-1.285935060441836,-0.804359971882789,-1.5257488017966854,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1962-07-31,-0.3489313079371186,-1.2848208807362298,-0.804359971882789,-1.5257488017966854,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1962-10-31,-0.3489313079371186,-1.284402404049665,-0.804359971882789,-1.5257488017966854,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1963-01-31,-0.3489313079371186,-1.2831941860846434,-0.7891939662942287,-1.5201592445578473,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1963-04-30,-0.3489313079371186,-1.2821547481419926,-0.7891939662942287,-1.5201592445578473,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1963-07-31,-0.3489313079371186,-1.2802647206353808,-0.7891939662942287,-1.5201592445578473,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1963-10-31,-0.3489313079371186,-1.279043381052766,-0.7891939662942287,-1.5201592445578473,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1964-01-31,-0.3489313079371186,-1.2770000107209512,-0.7746413084391212,-1.5020669108203564,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1964-04-30,-0.3489313079371186,-1.2758612601431858,-0.7746413084391212,-1.5020669108203564,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1964-07-31,-0.3489313079371186,-1.2741429714550687,-0.7746413084391212,-1.5020669108203564,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1964-10-31,-0.3489313079371186,-1.2734627056331953,-0.7746413084391212,-1.5020669108203564,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1965-01-31,-0.3489313079371186,-1.2708292484396304,-0.6610679111761432,-1.4900030688778823,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1965-04-30,-0.3489313079371186,-1.269233942755619,-0.6610679111761432,-1.4900030688778823,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1965-07-31,-0.3489313079371186,-1.2667727389537882,-0.6610679111761432,-1.4900030688778823,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1965-10-31,-0.3489313079371186,-1.2638738906122422,-0.6610679111761432,-1.4900030688778823,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1966-01-31,-0.3489313079371186,-1.2608022743057232,-0.13079782998480316,-1.4672401971285525,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1966-04-30,-0.3489313079371186,-1.2596127096206131,-0.13079782998480316,-1.4672401971285525,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1966-07-31,-0.3489313079371186,-1.2577271846298417,-0.13079782998480316,-1.4672401971285525,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1966-10-31,-0.3489313079371186,-1.2559694024456363,-0.13079782998480316,-1.4672401971285525,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1967-01-31,-0.3489313079371186,-1.2545713069554472,-0.22064918911077805,-1.4543807863030047,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
1967-04-30,-0.3489313079371186,-1.2539521467056973,-0.22064918911077805,-1.4543807863030047,,-1.011014711517039,-1.3066284187033197,-1.2096858266216364,1.2522079979603273
