Date,Rec,GDP,Inflation,PCE,WasteGenerated
1960-01-31,0,542.648,1.45797598627791,29.263,1760000.0
1960-02-29,0,542.648,1.45797598627791,29.263,1760000.0
1960-03-31,0,542.648,1.45797598627791,29.263,1760000.0
1960-04-30,0,541.08,1.45797598627791,29.263,1760000.0
1960-05-31,1,541.08,1.45797598627791,29.263,1760000.0
1960-06-30,1,541.08,1.45797598627791,29.263,1760000.0
1960-07-31,1,545.604,1.45797598627791,29.263,1760000.0
1960-08-31,1,545.604,1.45797598627791,29.263,1760000.0
1960-09-30,1,545.604,1.45797598627791,29.263,1760000.0
1960-10-31,1,540.197,1.45797598627791,29.263,1760000.0
1960-11-30,1,540.197,1.45797598627791,29.263,1760000.0
1960-12-31,1,540.197,1.45797598627791,29.263,1760000.0
1961-01-31,1,545.018,1.07072414764724,29.914,1760000.0
1961-02-28,1,545.018,1.07072414764724,29.914,1760000.0
1961-03-31,0,545.018,1.07072414764724,29.914,1760000.0
1961-04-30,0,555.545,1.07072414764724,29.914,1760000.0
1961-05-31,0,555.545,1.07072414764724,29.914,1760000.0
1961-06-30,0,555.545,1.07072414764724,29.914,1760000.0
1961-07-31,0,567.664,1.07072414764724,29.914,1760000.0
1961-08-31,0,567.664,1.07072414764724,29.914,1760000.0
1961-09-30,0,567.664,1.07072414764724,29.914,1760000.0
1961-10-31,0,580.612,1.07072414764724,29.914,1760000.0
1961-11-30,0,580.612,1.07072414764724,29.914,1760000.0
1961-12-31,0,580.612,1.07072414764724,29.914,1760000.0
1962-01-31,0,594.013,1.19877334820186,31.271,1760000.0
1962-02-28,0,594.013,1.19877334820186,31.271,1760000.0
1962-03-31,0,594.013,1.19877334820186,31.271,1760000.0
1962-04-30,0,600.366,1.19877334820186,31.271,1760000.0
1962-05-31,0,600.366,1.19877334820186,31.271,1760000.0
1962-06-30,0,600.366,1.19877334820186,31.271,1760000.0
1962-07-31,0,609.027,1.19877334820186,31.271,1760000.0
1962-08-31,0,609.027,1.19877334820186,31.271,1760000.0
1962-09-30,0,609.027,1.19877334820186,31.271,1760000.0
1962-10-31,0,612.28,1.19877334820186,31.271,1760000.0
1962-11-30,0,612.28,1.19877334820186,31.271,1760000.0
1962-12-31,0,612.28,1.19877334820186,31.271,1760000.0
1963-01-31,0,621.672,1.23966942148753,32.086,1760000.0
1963-02-28,0,621.672,1.23966942148753,32.086,1760000.0
1963-03-31,0,621.672,1.23966942148753,32.086,1760000.0
1963-04-30,0,629.752,1.23966942148753,32.086,1760000.0
1963-05-31,0,629.752,1.23966942148753,32.086,1760000.0
1963-06-30,0,629.752,1.23966942148753,32.086,1760000.0
1963-07-31,0,644.444,1.23966942148753,32.086,1760000.0
1963-08-31,0,644.444,1.23966942148753,32.086,1760000.0
1963-09-30,0,644.444,1.23966942148753,32.086,1760000.0
1963-10-31,0,653.938,1.23966942148753,32.086,1760000.0
1963-11-30,0,653.938,1.23966942148753,32.086,1760000.0
1963-12-31,0,653.938,1.23966942148753,32.086,1760000.0
1964-01-31,0,669.822,1.27891156462591,34.724,1760000.0
1964-02-29,0,669.822,1.27891156462591,34.724,1760000.0
1964-03-31,0,669.822,1.27891156462591,34.724,1760000.0
1964-04-30,0,678.674,1.27891156462591,34.724,1760000.0
1964-05-31,0,678.674,1.27891156462591,34.724,1760000.0
1964-06-30,0,678.674,1.27891156462591,34.724,1760000.0
1964-07-31,0,692.031,1.27891156462591,34.724,1760000.0
1964-08-31,0,692.031,1.27891156462591,34.724,1760000.0
1964-09-30,0,692.031,1.27891156462591,34.724,1760000.0
1964-10-31,0,697.319,1.27891156462591,34.724,1760000.0
1964-11-30,0,697.319,1.27891156462591,34.724,1760000.0
1964-12-31,0,697.319,1.27891156462591,34.724,1760000.0
1965-01-31,0,717.79,1.58516926383662,36.483,1760000.0
1965-02-28,0,717.79,1.58516926383662,36.483,1760000.0
1965-03-31,0,717.79,1.58516926383662,36.483,1760000.0
1965-04-30,0,730.191,1.58516926383662,36.483,1760000.0
1965-05-31,0,730.191,1.58516926383662,36.483,1760000.0
1965-06-30,0,730.191,1.58516926383662,36.483,1760000.0
1965-07-31,0,749.323,1.58516926383662,36.483,1760000.0
1965-08-31,0,749.323,1.58516926383662,36.483,1760000.0
1965-09-30,0,749.323,1.58516926383662,36.483,1760000.0
1965-10-31,0,771.857,1.58516926383662,36.483,1760000.0
1965-11-30,0,771.857,1.58516926383662,36.483,1760000.0
1965-12-31,0,771.857,1.58516926383662,36.483,1760000.0
1966-01-31,0,795.734,3.0150753768844,39.802,1760000.0
1966-02-28,0,795.734,3.0150753768844,39.802,1760000.0
1966-03-31,0,795.734,3.0150753768844,39.802,1760000.0
1966-04-30,0,804.981,3.0150753768844,39.802,1760000.0
1966-05-31,0,804.981,3.0150753768844,39.802,1760000.0
1966-06-30,0,804.981,3.0150753768844,39.802,1760000.0
1966-07-31,0,819.638,3.0150753768844,39.802,1760000.0
1966-08-31,0,819.638,3.0150753768844,39.802,1760000.0
1966-09-30,0,819.638,3.0150753768844,39.802,1760000.0
1966-10-31,0,833.302,3.0150753768844,39.802,1760000.0
1966-11-30,0,833.302,3.0150753768844,39.802,1760000.0
1966-12-31,0,833.302,3.0150753768844,39.802,1760000.0
1967-01-31,0,844.17,2.77278562259309,41.677,1760000.0
1967-02-28,0,844.17,2.77278562259309,41.677,1760000.0
1967-03-31,0,844.17,2.77278562259309,41.677,1760000.0
1967-04-30,0,848.983,2.77278562259309,41.677,1760000.0
1967-05-31,0,848.983,2.77278562259309,41.677,1760000.0
1967-06-30,0,848.983,2.77278562259309,41.677,1760000.0
1967-07-31,0,865.233,2.77278562259309,41.677,1760000.0
1967-08-31,0,865.233,2.77278562259309,41.677,1760000.0
1967-09-30,0,865.233,2.77278562259309,41.677,1760000.0
1967-10-31,0,881.439,2.77278562259309,41.677,1760000.0
1967-11-30,0,881.439,2.77278562259309,41.677,1760000.0
1967-12-31,0,881.439,2.77278562259309,41.677,1760000.0
1968-01-31,0,909.387,4.27179615288537,45.583,1760000.0
1968-02-29,0,909.387,4.27179615288537,45.583,1760000.0
1968-03-31,0,909.387,4.27179615288537,45.583,1760000.0
1968-04-30,0,934.344,4.27179615288537,45.583,1760000.0
1968-05-31,0,934.344,4.27179615288537,45.583,1760000.0
1968-06-30,0,934.344,4.27179615288537,45.583,1760000.0
1968-07-31,0,950.825,4.27179615288537,45.583,1760000.0
1968-08-31,0,950.825,4.27179615288537,45.583,1760000.0
1968-09-30,0,950.825,4.27179615288537,45.583,1760000.0
1968-10-31,0,968.03,4.27179615288537,45.583,1760000.0
1968-11-30,0,968.03,4.27179615288537,45.583,1760000.0
1968-12-31,0,968.03,4.27179615288537,45.583,1760000.0
1969-01-31,0,993.337,5.46238620028745,48.81,1760000.0
1969-02-28,0,993.337,5.46238620028745,48.81,1760000.0
1969-03-31,0,993.337,5.46238620028745,48.81,1760000.0
1969-04-30,0,1009.02,5.46238620028745,48.81,1760000.0
1969-05-31,0,1009.02,5.46238620028745,48.81,1760000.0
1969-06-30,0,1009.02,5.46238620028745,48.81,1760000.0
1969-07-31,0,1029.956,5.46238620028745,48.81,1760000.0
1969-08-31,0,1029.956,5.46238620028745,48.81,1760000.0
1969-09-30,0,1029.956,5.46238620028745,48.81,1760000.0
1969-10-31,0,1038.147,5.46238620028745,48.81,1760000.0
1969-11-30,0,1038.147,5.46238620028745,48.81,1760000.0
1969-12-31,0,1038.147,5.46238620028745,48.81,1760000.0
1970-01-31,1,1051.2,5.83825533848251,49.945,2040000.0
1970-02-28,1,1051.2,5.83825533848251,49.945,2040000.0
1970-03-31,1,1051.2,5.83825533848251,49.945,2040000.0
1970-04-30,1,1067.375,5.83825533848251,49.945,2040000.0
1970-05-31,1,1067.375,5.83825533848251,49.945,2040000.0
1970-06-30,1,1067.375,5.83825533848251,49.945,2040000.0
1970-07-31,1,1086.059,5.83825533848251,49.945,2040000.0
1970-08-31,1,1086.059,5.83825533848251,49.945,2040000.0
1970-09-30,1,1086.059,5.83825533848251,49.945,2040000.0
1970-10-31,1,1088.608,5.83825533848251,49.945,2040000.0
1970-11-30,1,1088.608,5.83825533848251,49.945,2040000.0
1970-12-31,0,1088.608,5.83825533848251,49.945,2040000.0
1971-01-31,0,1135.156,4.29276668813051,53.386,2040000.0
1971-02-28,0,1135.156,4.29276668813051,53.386,2040000.0
1971-03-31,0,1135.156,4.29276668813051,53.386,2040000.0
1971-04-30,0,1156.271,4.29276668813051,53.386,2040000.0
1971-05-31,0,1156.271,4.29276668813051,53.386,2040000.0
1971-06-30,0,1156.271,4.29276668813051,53.386,2040000.0
1971-07-31,0,1177.675,4.29276668813051,53.386,2040000.0
1971-08-31,0,1177.675,4.29276668813051,53.386,2040000.0
1971-09-30,0,1177.675,4.29276668813051,53.386,2040000.0
1971-10-31,0,1190.297,4.29276668813051,53.386,2040000.0
1971-11-30,0,1190.297,4.29276668813051,53.386,2040000.0
1971-12-31,0,1190.297,4.29276668813051,53.386,2040000.0
1972-01-31,0,1230.609,3.27227824655283,57.972,2040000.0
1972-02-29,0,1230.609,3.27227824655283,57.972,2040000.0
1972-03-31,0,1230.609,3.27227824655283,57.972,2040000.0
1972-04-30,0,1266.369,3.27227824655283,57.972,2040000.0
1972-05-31,0,1266.369,3.27227824655283,57.972,2040000.0
1972-06-30,0,1266.369,3.27227824655283,57.972,2040000.0
1972-07-31,0,1290.566,3.27227824655283,57.972,2040000.0
1972-08-31,0,1290.566,3.27227824655283,57.972,2040000.0
1972-09-30,0,1290.566,3.27227824655283,57.972,2040000.0
1972-10-31,0,1328.904,3.27227824655283,57.972,2040000.0
1972-11-30,0,1328.904,3.27227824655283,57.972,2040000.0
1972-12-31,0,1328.904,3.27227824655283,57.972,2040000.0
1973-01-31,0,1377.49,6.17776006377038,63.666,2040000.0
1973-02-28,0,1377.49,6.17776006377038,63.666,2040000.0
1973-03-31,0,1377.49,6.17776006377038,63.666,2040000.0
1973-04-30,0,1413.887,6.17776006377038,63.666,2040000.0
1973-05-31,0,1413.887,6.17776006377038,63.666,2040000.0
1973-06-30,0,1413.887,6.17776006377038,63.666,2040000.0
1973-07-31,0,1433.838,6.17776006377038,63.666,2040000.0
1973-08-31,0,1433.838,6.17776006377038,63.666,2040000.0
1973-09-30,0,1433.838,6.17776006377038,63.666,2040000.0
1973-10-31,0,1476.289,6.17776006377038,63.666,2040000.0
1973-11-30,0,1476.289,6.17776006377038,63.666,2040000.0
1973-12-31,1,1476.289,6.17776006377038,63.666,2040000.0
1974-01-31,1,1491.209,11.0548048048048,66.876,2040000.0
1974-02-28,1,1491.209,11.0548048048048,66.876,2040000.0
1974-03-31,1,1491.209,11.0548048048048,66.876,2040000.0
1974-04-30,1,1530.056,11.0548048048048,66.876,2040000.0
1974-05-31,1,1530.056,11.0548048048048,66.876,2040000.0
1974-06-30,1,1530.056,11.0548048048048,66.876,2040000.0
1974-07-31,1,1560.026,11.0548048048048,66.876,2040000.0
1974-08-31,1,1560.026,11.0548048048048,66.876,2040000.0
